jobID,user,account,jobname,queue,walltime,exit_status,start,end,submit,nnodes,ncpus
jobID8720521,USER5558,ACCOUNT2349,JOB1470083,QUEUE4,2880,COMPLETED,04/11/2018 13:08:48,04/11/2018 13:11:43,04/11/2018 13:08:48,1,16
jobID8720522,USER5558,ACCOUNT2349,JOB1470084,QUEUE4,2880,COMPLETED,04/11/2018 13:09:00,04/11/2018 13:11:58,04/11/2018 13:08:59,1,16
jobID8720523,USER5558,ACCOUNT2349,JOB1470085,QUEUE4,2880,COMPLETED,04/11/2018 13:09:00,04/11/2018 15:36:46,04/11/2018 13:08:59,1,16
jobID8720524,USER5558,ACCOUNT2349,JOB1470086,QUEUE4,2880,COMPLETED,04/12/2018 08:22:39,04/12/2018 08:24:12,04/12/2018 08:22:39,1,16
jobID8720525,USER5558,ACCOUNT2349,JOB1470087,QUEUE4,2880,COMPLETED,04/12/2018 08:58:41,04/12/2018 09:00:53,04/12/2018 08:58:41,1,16
jobID8720526,USER5558,ACCOUNT2349,JOB1470088,QUEUE4,2880,COMPLETED,04/12/2018 09:24:04,04/12/2018 09:25:35,04/12/2018 09:24:04,1,16
jobID8720527,USER5558,ACCOUNT2349,JOB1470089,QUEUE4,2880,COMPLETED,04/12/2018 09:27:44,04/12/2018 09:30:15,04/12/2018 09:27:43,1,16
jobID8720528,USER5558,ACCOUNT2349,JOB1470090,QUEUE4,2880,COMPLETED,04/12/2018 09:33:24,04/12/2018 09:36:07,04/12/2018 09:33:24,1,16
jobID8720529,USER5558,ACCOUNT2349,JOB1470091,QUEUE4,2880,COMPLETED,04/12/2018 09:34:00,04/12/2018 09:37:25,04/12/2018 09:33:58,1,16
jobID8720530,USER5558,ACCOUNT2349,JOB1470092,QUEUE4,2880,COMPLETED,04/12/2018 09:34:38,04/12/2018 09:37:39,04/12/2018 09:34:36,1,16
jobID8720531,USER5558,ACCOUNT2349,JOB1470093,QUEUE4,2880,COMPLETED,04/12/2018 09:34:28,04/12/2018 09:37:44,04/12/2018 09:34:28,1,16
jobID8720532,USER5558,ACCOUNT2349,JOB1470094,QUEUE4,2880,COMPLETED,04/12/2018 09:36:32,04/12/2018 09:39:44,04/12/2018 09:36:31,1,16
jobID8720533,USER5558,ACCOUNT2349,JOB1470095,QUEUE4,2880,COMPLETED,04/12/2018 09:38:00,04/12/2018 09:40:50,04/12/2018 09:37:57,1,16
